#,Pos,Top,Left,Front,Right,Down,Behind,n_free,p,Regla,Accion,Nueva_Pos,Steps_Remaining,K,Alive
1,"[1, 2, 3]",-1,-1,0,0,0,-1,,0.1,,wait,"[1, 2, 3]",9,10,True
2,"[1, 2, 3]",,,,,,,,0.1,,death_by_robot,"[1, 2, 3]",9,10,False
