#,Pos,Orientacion,Energometro,Lado1_Top,Lado2_Left,Vacuoscopio_Front,Lado0_Front,Roboscanner_Front,Lado3_Right,Lado4_Down,Regla,Nueva_Accion,Nueva_Pos,Accion_Memoria,Usa_Memoria?,Usa_Regla?
1,"[1,2,2]","[0,0,1]",0,1,1,0,1,0,1,0,28,"{""tipo"": ""move"", ""directions"": [""z+90""]}","[1,2,3]",,0,1
2,"[1,2,3]","[0,0,1]",1,0,0,0,0,0,0,0,1,"{""tipo"": ""destroy""}","[1,2,3]",,0,1
